,voted_for_republican,very_freq_voter,freq_voter,voted_03_05_2013,voted_05_21_2013,voted_06_07_2016,age,party,education,ismarried,home_owner,renters,ethnic,sex,hhcount
316,0,1,1,1,1,1,35.0,D,trade_school,N,,Y,,M,2
317,1,0,0,0,0,1,41.0,R,doctorate,N,H,N,black,F,2
318,1,0,0,0,0,0,92.0,R,doctorate,Y,H,N,white,F,4
319,0,0,1,0,1,1,39.0,DS,high_school,N,,N,white,F,2
320,1,1,1,1,1,1,87.0,R,HS_drop_out,N,H,N,white,M,1
321,0,0,1,0,0,1,40.0,DS,trade_school,N,H,N,indian,M,3
322,0,1,1,1,1,1,87.0,D,bachelors,Y,,N,white,M,2
323,1,0,0,0,0,1,33.0,DS,high_school,N,,Y,white,M,2
324,0,0,1,0,0,1,84.0,D,some_college,N,H,Y,black,F,1
325,0,0,0,0,0,1,42.0,D,high_school,Y,H,N,hispanic,F,6
326,1,1,1,1,1,1,91.0,D,bachelors,N,H,N,white,F,2
327,1,0,1,1,0,1,34.0,D,bachelors,N,H,N,white,F,2
328,0,0,0,0,0,0,28.0,DS,high_school,N,,Y,white,M,2
329,1,1,1,1,1,1,62.0,D,trade_school,N,H,N,,M,2
330,1,1,1,1,1,1,48.0,DS,high_school,Y,H,N,,F,4
331,0,0,1,1,0,1,76.0,R,HS_drop_out,Y,H,N,white,M,1
332,0,1,1,0,1,0,68.0,D,masters,N,H,Y,,F,2
333,0,1,1,1,1,1,76.0,D,bachelors,Y,H,N,,F,2
334,0,1,1,1,1,1,61.0,D,bachelors,Y,,N,asian,M,3
335,0,1,1,0,1,1,88.0,D,trade_school,N,,N,white,F,2
336,0,1,1,1,1,1,25.0,D,some_college,N,,Y,white,M,1
337,1,0,0,0,0,1,44.0,DS,trade_school,Y,,N,white,F,2
338,1,0,1,1,0,1,33.0,DS,,N,,Y,asian,F,1
339,1,1,1,1,1,1,85.0,R,masters,N,,N,white,F,2
340,1,1,1,1,1,1,58.0,D,bachelors,N,,N,hispanic,M,2
341,1,0,0,0,0,1,67.0,D,bachelors,N,,N,,M,2
342,0,1,1,1,1,1,85.0,D,bachelors,N,H,Y,black,M,2
343,1,0,0,0,0,1,46.0,DS,trade_school,N,,Y,white,F,2
344,1,1,1,1,1,1,57.0,D,some_college,N,,Y,black,M,1
345,1,0,0,0,0,1,49.0,D,trade_school,N,,Y,,F,2
346,0,0,1,0,1,0,28.0,DS,high_school,N,H,N,white,M,4
347,1,1,1,1,1,1,82.0,R,masters,Y,H,Y,,M,2
348,1,1,1,1,1,1,88.0,AI,high_school,Y,H,Y,hispanic,M,2
349,0,1,1,1,1,1,62.0,DS,trade_school,Y,H,N,black,M,2
350,1,1,1,1,1,1,93.0,R,HS_drop_out,N,H,Y,black,F,1
351,1,0,0,0,0,1,28.0,D,some_college,N,,Y,,M,1
352,0,1,1,1,1,1,79.0,D,bachelors,N,H,N,black,F,2
353,0,0,0,0,0,1,59.0,D,bachelors,N,,Y,,M,2
354,0,1,1,1,1,1,77.0,D,trade_school,N,,Y,white,F,3
355,1,0,1,0,0,1,56.0,GR,high_school,Y,H,N,,F,5
356,0,1,1,0,0,1,56.0,R,masters,N,H,Y,white,M,2
357,0,1,1,0,0,1,28.0,D,bachelors,N,,N,white,F,2
358,0,0,0,0,0,0,28.0,D,bachelors,N,,N,white,M,2
359,1,0,1,1,0,0,60.0,R,high_school,Y,,N,,M,3
360,0,1,1,1,1,1,65.0,DS,,N,,Y,white,M,1
361,1,1,1,1,1,1,82.0,R,masters,N,H,Y,white,F,3
362,1,0,1,0,0,1,76.0,D,some_college,N,H,N,black,F,1
363,0,1,1,1,1,1,67.0,D,bachelors,N,,Y,white,M,5
364,0,1,1,1,0,1,55.0,DS,high_school,N,,N,,F,3
365,1,0,0,0,0,1,35.0,AI,,N,,Y,,F,1
366,1,1,1,1,1,1,74.0,DS,,N,H,N,white,F,1
367,1,1,1,1,1,1,55.0,D,masters,N,,N,white,F,2
368,0,1,1,1,1,1,91.0,D,bachelors,N,H,N,black,M,2
369,0,1,1,1,1,1,85.0,D,bachelors,N,H,N,black,F,2
370,1,0,1,0,0,0,45.0,D,trade_school,N,H,N,,F,2
371,0,0,1,1,0,1,85.0,D,bachelors,Y,H,N,white,F,3
372,0,1,1,1,1,1,56.0,D,bachelors,N,,Y,hispanic,F,3
373,0,1,1,1,0,1,64.0,D,some_college,N,,N,hispanic,M,1
374,0,1,1,1,1,1,62.0,D,trade_school,N,H,N,white,F,4
375,0,1,1,1,1,1,67.0,DS,high_school,N,H,N,asian,M,4
376,0,1,1,0,0,1,60.0,D,masters,N,,N,hispanic,M,2
377,1,1,1,1,1,1,71.0,D,some_college,N,H,Y,black,F,1
378,1,1,1,1,1,1,82.0,R,doctorate,Y,H,N,black,F,2
379,0,1,1,1,1,0,44.0,DS,high_school,N,H,N,white,F,3
380,1,0,1,0,0,1,44.0,R,high_school,Y,H,N,black,F,3
381,0,0,1,0,1,0,43.0,R,HS_drop_out,N,,Y,asian,M,1
382,1,1,1,0,0,1,37.0,D,some_college,N,,Y,asian,M,1
383,1,0,0,0,0,1,58.0,AI,,N,,Y,,M,1
384,1,1,1,1,1,1,54.0,D,some_college,N,,Y,black,F,1
385,1,1,1,1,0,1,64.0,D,bachelors,N,H,Y,,M,2
386,0,1,1,0,0,1,31.0,DS,high_school,N,,N,asian,M,3
387,0,1,1,1,1,1,57.0,D,trade_school,N,,N,,M,2
388,0,1,1,1,1,1,68.0,D,bachelors,N,,N,white,F,3
389,0,1,1,1,1,1,74.0,D,some_college,N,,Y,black,F,1
390,0,1,1,1,1,1,29.0,DS,high_school,N,,N,,F,2
391,0,1,1,1,1,1,70.0,R,masters,Y,H,N,white,M,2
392,1,0,0,0,0,0,53.0,R,high_school,N,H,N,asian,M,2
393,0,1,1,0,0,1,70.0,DS,high_school,N,,N,hispanic,M,3
394,1,0,1,0,1,1,52.0,D,bachelors,Y,H,N,,M,2
395,1,1,1,1,1,1,58.0,R,HS_drop_out,N,H,Y,white,F,1
396,0,1,1,0,0,1,33.0,D,some_college,N,,Y,white,F,1
397,1,0,0,0,0,1,25.0,GR,high_school,N,,Y,white,M,1
398,1,0,0,0,0,0,31.0,R,masters,Y,,Y,white,F,2
399,0,0,0,0,0,1,53.0,D,bachelors,N,H,N,white,F,2
400,0,0,1,1,0,1,26.0,D,some_college,N,,Y,white,F,1
401,1,0,1,0,1,1,77.0,D,some_college,N,H,Y,black,F,1
402,1,1,1,0,0,1,75.0,R,doctorate,N,H,Y,black,F,2
403,0,1,1,1,1,1,61.0,R,high_school,N,H,N,white,F,3
404,0,1,1,1,1,0,76.0,D,some_college,N,H,Y,white,F,1
405,0,1,1,1,0,1,86.0,D,some_college,N,,Y,white,M,1
406,1,0,1,0,1,1,60.0,R,masters,N,H,N,,F,2
407,1,1,1,1,1,1,90.0,D,some_college,N,,Y,white,F,1
408,0,1,1,1,1,1,50.0,D,bachelors,N,,N,hispanic,M,2
409,1,1,1,1,1,1,43.0,DS,trade_school,Y,H,N,white,F,2
410,0,0,1,0,0,1,57.0,D,some_college,N,,N,white,F,1
411,1,1,1,1,1,0,81.0,AI,high_school,Y,H,N,white,F,2
412,1,1,1,1,1,1,66.0,D,some_college,N,,Y,hispanic,F,1
413,1,1,1,0,0,1,21.0,D,trade_school,N,,Y,white,F,3
414,0,1,1,1,1,1,83.0,D,bachelors,Y,H,N,black,M,3
415,0,1,1,1,1,1,54.0,DS,high_school,Y,H,N,asian,M,3
416,1,1,1,1,1,1,48.0,DS,high_school,N,,Y,,M,2
417,1,0,1,1,0,1,34.0,D,some_college,Y,,Y,,M,1
418,1,0,0,0,0,1,59.0,D,bachelors,N,,Y,white,M,2
419,1,1,1,1,1,1,43.0,D,bachelors,N,H,N,jewish,M,2
420,0,0,1,0,1,0,33.0,R,doctorate,N,H,Y,hispanic,F,2
421,1,1,1,1,1,0,76.0,R,masters,N,H,N,white,F,2
422,1,0,1,0,0,1,93.0,D,bachelors,N,H,N,white,F,2
423,0,0,1,1,0,1,75.0,D,bachelors,N,H,N,,F,2
424,1,1,1,1,1,1,50.0,D,bachelors,N,H,N,white,F,3
425,1,1,1,1,1,1,69.0,D,some_college,N,H,N,black,M,1
426,0,1,1,1,1,1,60.0,D,high_school,N,,N,,F,3
427,0,0,1,1,0,1,70.0,D,some_college,N,H,N,white,M,1
428,1,0,0,0,0,0,19.0,D,trade_school,N,,Y,,F,3
429,0,1,1,1,1,1,42.0,D,bachelors,N,,N,,M,3
430,1,1,1,1,1,1,66.0,D,some_college,N,,N,hispanic,F,1
431,0,1,1,1,1,1,68.0,D,some_college,N,,Y,white,M,1
432,0,1,1,1,0,1,65.0,D,trade_school,N,,N,,M,3
433,1,1,1,1,1,1,73.0,D,bachelors,N,H,N,black,M,2
434,1,1,1,0,0,1,53.0,D,some_college,N,,Y,,M,1
435,0,0,0,0,0,1,24.0,D,trade_school,N,H,N,,F,4
436,0,1,1,1,1,1,77.0,D,bachelors,N,H,N,white,F,2
437,0,1,1,1,1,1,88.0,D,trade_school,Y,,Y,white,F,3
438,1,1,1,1,1,1,34.0,R,high_school,N,H,N,,M,5
439,0,0,1,0,1,1,41.0,D,trade_school,N,,Y,white,F,3
440,0,0,1,1,0,1,48.0,R,doctorate,Y,H,N,white,M,2
441,1,0,1,0,1,0,47.0,R,doctorate,Y,H,N,indian,F,2
442,1,1,1,0,0,1,67.0,R,high_school,Y,H,N,white,M,5
443,1,0,0,0,0,1,61.0,D,bachelors,Y,H,N,,F,5
444,0,1,1,1,1,1,77.0,D,bachelors,Y,H,N,white,F,2
445,0,1,1,0,1,1,84.0,DS,,N,H,N,,F,1
446,1,0,0,0,0,0,40.0,D,some_college,N,,N,white,F,1
447,1,1,1,1,1,1,78.0,R,doctorate,Y,H,N,white,F,2
448,1,1,1,1,1,1,82.0,R,doctorate,Y,H,N,white,M,3
449,1,1,1,1,1,1,80.0,R,HS_drop_out,N,H,N,black,F,1
450,1,0,0,0,0,1,51.0,D,bachelors,N,H,N,,M,2
451,1,1,1,1,1,1,93.0,D,high_school,N,H,Y,black,M,3
452,1,0,0,0,0,0,26.0,D,trade_school,N,,Y,,M,4
453,1,0,1,0,1,0,39.0,R,doctorate,N,H,N,hispanic,M,3
454,1,0,0,0,0,1,45.0,YY,,N,,Y,white,F,1
455,0,0,1,0,0,1,45.0,DS,,N,,Y,asian,M,1
456,1,0,0,0,0,0,45.0,GR,high_school,N,,Y,hispanic,M,2
457,1,1,1,1,1,1,73.0,D,some_college,N,H,Y,white,M,1
458,1,1,1,1,1,1,76.0,R,high_school,N,,N,hispanic,F,3
459,1,0,0,0,0,1,19.0,D,bachelors,N,,Y,hispanic,F,2
460,1,0,1,1,0,1,60.0,DS,,N,,Y,indian,F,1
461,0,0,0,0,0,1,38.0,D,some_college,N,,Y,white,M,1
462,1,0,1,0,0,1,52.0,R,high_school,Y,H,Y,asian,F,2
463,1,0,1,0,1,1,56.0,D,trade_school,N,,Y,black,M,2
464,1,0,0,0,0,1,19.0,DS,high_school,N,,N,black,F,4
465,0,1,1,0,0,1,53.0,R,masters,N,H,N,white,M,2
466,0,1,1,1,1,1,73.0,D,bachelors,Y,H,N,white,F,2
467,0,1,1,0,0,1,74.0,D,bachelors,N,,N,,M,3
468,0,0,1,1,0,0,70.0,R,doctorate,N,H,N,black,F,2
469,1,0,1,0,0,0,65.0,D,trade_school,N,H,N,,F,3
470,1,0,1,0,1,1,68.0,D,bachelors,Y,,Y,white,M,4
471,1,0,1,0,1,1,50.0,D,bachelors,Y,H,N,,F,2
472,1,1,1,0,0,1,40.0,D,bachelors,N,H,N,white,M,2
473,0,0,1,1,0,1,25.0,DS,high_school,N,,Y,asian,M,2
474,0,1,1,1,1,1,88.0,R,doctorate,N,H,N,,M,2
475,0,1,1,1,1,1,77.0,D,some_college,N,H,Y,,M,1
476,0,1,1,0,0,1,47.0,D,bachelors,N,,N,,F,4
477,1,1,1,1,1,1,89.0,R,doctorate,N,H,N,asian,F,2
478,0,1,1,1,1,1,72.0,D,some_college,N,H,N,,F,1
479,1,1,1,1,1,1,77.0,D,some_college,N,,N,white,F,1
480,0,1,1,1,1,0,90.0,D,some_college,Y,H,N,white,M,1
481,0,1,1,1,1,1,82.0,DS,,N,H,Y,white,F,1
482,0,1,1,1,1,1,70.0,D,some_college,N,H,Y,asian,M,1
483,1,0,0,0,0,1,35.0,DS,,N,,Y,hispanic,M,1
484,1,1,1,1,1,1,81.0,D,masters,Y,H,N,white,F,2
485,1,1,1,1,1,1,57.0,D,some_college,N,,N,jewish,F,1
486,1,0,0,0,0,1,29.0,D,bachelors,N,,Y,white,F,2
487,1,1,1,1,1,1,73.0,D,bachelors,N,H,N,white,M,2
488,0,1,1,1,1,0,92.0,D,some_college,N,,Y,jewish,F,1
489,0,0,0,0,0,1,30.0,D,bachelors,N,,Y,hispanic,F,3
490,1,1,1,1,1,1,70.0,D,some_college,N,H,N,white,F,1
491,0,1,1,1,1,1,53.0,D,some_college,N,,Y,asian,M,1
492,0,1,1,0,0,1,66.0,D,bachelors,N,H,N,black,M,2
493,0,0,0,0,0,0,60.0,D,some_college,N,,Y,white,F,1
494,1,1,1,1,0,0,74.0,R,high_school,N,H,N,white,F,3
495,0,0,0,0,0,1,66.0,D,some_college,N,,Y,,F,1
496,1,1,1,1,1,1,42.0,D,high_school,N,H,N,black,F,2
497,1,0,1,1,0,0,50.0,R,high_school,N,H,N,white,F,2
498,1,1,1,1,1,1,69.0,D,some_college,N,,Y,,F,1
499,0,0,0,0,0,0,24.0,D,trade_school,N,H,Y,asian,F,4
500,0,1,1,1,1,1,68.0,D,bachelors,N,,N,black,F,3
501,0,1,1,0,0,1,68.0,D,some_college,N,H,Y,white,F,1
502,0,1,1,1,1,1,90.0,R,masters,N,H,N,white,F,2
503,0,1,1,1,1,1,57.0,D,some_college,N,H,Y,black,F,1
504,0,1,1,1,1,1,90.0,R,doctorate,N,H,Y,white,M,2
505,0,1,1,1,1,0,66.0,D,bachelors,N,,N,,F,2
506,0,0,0,0,0,1,48.0,D,bachelors,N,,Y,white,M,2
507,0,1,1,0,1,1,92.0,D,high_school,Y,H,N,black,M,4
508,1,0,1,0,0,1,47.0,D,masters,N,H,Y,black,F,2
509,1,1,1,1,1,1,62.0,D,trade_school,N,H,Y,white,M,2
510,1,1,1,1,1,0,89.0,R,doctorate,N,H,N,white,F,2
511,0,1,1,1,1,1,67.0,D,bachelors,N,,Y,,F,2
512,0,1,1,1,1,1,85.0,R,HS_drop_out,N,,Y,,F,1
513,1,0,1,0,0,1,69.0,D,trade_school,Y,H,N,white,,2
514,0,1,1,1,1,1,51.0,D,some_college,N,,N,asian,M,1
515,1,0,1,1,0,1,33.0,DS,,N,,Y,white,F,1
516,1,0,1,0,1,1,42.0,DS,high_school,N,H,N,white,M,2
517,1,0,1,0,0,1,75.0,R,doctorate,Y,H,N,white,F,2
518,0,1,1,1,1,1,74.0,D,bachelors,N,H,N,black,,2
519,1,1,1,1,1,1,84.0,D,some_college,N,,Y,black,F,1
520,0,1,1,1,1,1,84.0,R,masters,N,,N,white,M,2
521,1,0,0,0,0,1,27.0,D,masters,N,H,N,white,M,4
522,0,1,1,1,1,1,82.0,D,bachelors,Y,H,N,white,M,3
523,1,1,1,1,1,1,69.0,D,bachelors,N,,Y,white,F,2
524,0,1,1,1,1,1,89.0,D,bachelors,N,H,Y,white,F,3
525,1,1,1,0,0,1,55.0,LI,high_school,N,,N,,M,1
526,1,0,0,0,0,0,76.0,R,doctorate,N,,Y,white,M,2
527,0,1,1,1,1,1,84.0,D,bachelors,Y,H,N,white,F,2
528,1,1,1,0,1,1,59.0,D,bachelors,Y,H,N,black,F,2
529,0,0,0,0,0,1,56.0,D,bachelors,N,,N,jewish,M,2
530,1,0,0,0,0,1,27.0,DS,high_school,N,,Y,white,F,2
531,0,1,1,0,0,1,59.0,D,bachelors,N,H,Y,black,M,2
532,0,1,1,0,1,1,72.0,R,doctorate,Y,,Y,black,F,2
533,1,0,1,1,0,1,71.0,R,masters,Y,H,N,white,M,2
534,0,1,1,1,1,1,50.0,D,masters,N,H,N,,M,2
535,0,1,1,1,1,1,78.0,D,bachelors,N,H,Y,,M,2
536,1,1,1,1,1,1,45.0,D,some_college,N,H,N,,F,1
537,0,0,0,1,1,0,67.0,R,high_school,Y,H,N,black,F,3
538,0,1,1,1,1,1,86.0,R,HS_drop_out,N,,N,hispanic,F,1
539,0,1,1,1,1,1,66.0,D,bachelors,Y,H,N,,F,3
540,1,0,1,0,1,1,24.0,D,some_college,N,H,N,,M,1
541,0,1,1,0,1,1,40.0,D,some_college,N,,Y,white,F,1
542,0,1,1,1,1,1,72.0,D,some_college,N,H,Y,asian,F,1
543,0,0,0,0,0,1,49.0,D,trade_school,N,,N,white,M,4
544,1,0,0,0,0,1,38.0,DS,trade_school,N,H,N,,F,3
545,0,1,1,1,0,1,33.0,D,some_college,N,,Y,white,M,1
546,1,0,0,0,0,0,38.0,D,bachelors,N,,N,white,F,2
547,0,0,0,0,0,1,32.0,D,some_college,N,,Y,white,F,1
548,1,1,1,1,1,1,84.0,D,bachelors,Y,H,N,,M,2
549,0,1,1,1,1,0,71.0,D,bachelors,N,,Y,,F,3
550,0,0,0,0,0,0,45.0,D,bachelors,N,H,N,,M,3
551,1,1,1,1,1,1,87.0,R,HS_drop_out,N,H,Y,,F,1
552,0,0,1,1,0,1,36.0,D,bachelors,N,,N,white,M,4
553,1,0,1,0,0,1,37.0,D,bachelors,N,,Y,,F,2
554,1,1,1,1,0,0,62.0,DS,high_school,N,,Y,asian,F,2
555,0,1,1,0,0,1,57.0,D,some_college,N,H,N,white,M,1
556,0,1,1,1,1,1,66.0,D,trade_school,N,H,N,white,F,3
557,1,1,1,1,1,1,75.0,D,some_college,N,H,Y,,M,1
558,0,1,1,0,0,1,30.0,D,bachelors,N,,Y,white,M,3
559,1,1,1,1,1,1,87.0,R,HS_drop_out,N,H,Y,,F,1
560,1,0,1,1,0,1,35.0,LI,high_school,N,,Y,white,M,3
561,1,1,1,1,1,1,69.0,D,bachelors,N,,N,white,F,2
562,1,1,1,1,1,1,63.0,D,some_college,N,,Y,,F,1
563,0,1,1,1,1,1,65.0,YY,,N,H,Y,white,M,1
564,0,0,0,0,0,1,50.0,DS,high_school,N,H,Y,black,M,2
565,0,0,0,0,0,1,32.0,D,bachelors,N,H,N,jewish,M,3
566,0,0,1,0,0,1,60.0,R,high_school,Y,H,N,white,F,3
567,1,0,0,0,0,1,26.0,D,some_college,N,,Y,,M,1
568,0,1,1,1,1,1,88.0,D,some_college,Y,H,N,black,F,1
569,1,0,0,0,0,1,32.0,DS,,N,,Y,,M,1
570,1,1,1,1,1,1,49.0,DS,high_school,Y,H,N,black,F,2
571,0,0,0,0,0,1,79.0,D,some_college,N,,Y,white,M,1
572,1,1,1,1,1,1,53.0,D,some_college,N,H,Y,white,F,1
573,0,0,0,0,0,0,43.0,D,bachelors,N,H,N,black,F,3
574,0,0,0,0,0,1,26.0,D,some_college,N,H,Y,,M,1
575,1,0,0,0,0,0,29.0,D,bachelors,N,,N,white,M,2
576,1,0,1,1,0,1,57.0,DS,,Y,,Y,black,M,1
577,0,1,1,1,1,1,77.0,D,bachelors,N,H,N,white,F,2
578,0,0,1,1,0,1,65.0,R,doctorate,N,,N,white,M,2
579,1,1,1,1,1,1,83.0,R,doctorate,N,H,N,white,M,2
580,1,1,1,1,1,1,82.0,D,bachelors,Y,H,N,white,M,2
581,1,1,1,1,1,1,76.0,D,some_college,N,,Y,white,F,1
582,0,0,1,1,0,1,86.0,D,trade_school,N,,N,,F,2
583,1,1,1,1,1,1,69.0,D,bachelors,Y,H,N,black,M,2
584,0,1,1,0,0,1,72.0,D,some_college,N,,Y,white,M,1
585,1,1,1,1,1,1,44.0,D,bachelors,Y,H,N,white,F,2
586,0,0,0,0,0,1,67.0,D,trade_school,Y,H,N,white,F,5
587,1,0,1,0,1,0,25.0,D,some_college,N,,N,hispanic,M,1
588,0,1,1,1,1,1,60.0,DS,high_school,N,H,N,,F,6
589,1,0,0,0,0,1,28.0,D,bachelors,N,,Y,black,F,2
590,1,1,1,1,0,1,73.0,D,trade_school,N,,Y,black,M,2
591,1,1,1,1,1,1,82.0,D,some_college,N,H,Y,black,F,1
592,1,1,1,0,0,1,38.0,DS,trade_school,N,,Y,,M,3
593,0,1,1,1,1,1,72.0,D,bachelors,Y,H,N,white,M,4
594,1,1,1,1,1,1,58.0,D,bachelors,N,,N,hispanic,F,2
595,1,1,1,1,1,1,77.0,D,some_college,N,,Y,,F,1
596,1,1,1,1,1,1,47.0,D,bachelors,N,H,N,asian,M,2
597,0,1,1,1,1,1,57.0,D,some_college,N,H,N,,M,1
598,0,0,1,0,1,1,69.0,D,bachelors,N,H,N,white,F,2
599,0,1,1,1,1,1,94.0,D,some_college,N,H,Y,,F,1
600,0,1,1,1,0,1,55.0,D,some_college,N,H,Y,hispanic,M,1
601,0,1,1,1,1,1,71.0,D,some_college,N,H,Y,white,F,1
602,0,1,1,1,1,1,74.0,D,bachelors,N,,N,black,F,3
603,1,0,0,0,0,1,56.0,D,bachelors,N,,Y,white,F,3
604,0,1,1,1,1,1,48.0,D,bachelors,N,H,N,white,F,2
605,0,0,0,0,0,1,31.0,D,bachelors,N,,Y,hispanic,F,2
606,0,1,1,1,1,1,78.0,R,HS_drop_out,N,H,N,black,M,1
607,1,1,1,1,0,1,50.0,D,bachelors,Y,H,N,hispanic,F,3
608,1,1,1,1,1,1,83.0,D,some_college,N,H,N,white,M,1
609,1,0,1,1,0,1,45.0,R,HS_drop_out,N,,Y,hispanic,F,1
610,1,1,1,1,1,1,80.0,D,bachelors,N,H,N,white,F,2
611,1,1,1,1,1,1,66.0,DS,,N,,Y,white,M,1
612,0,0,1,0,0,1,55.0,D,masters,Y,H,N,white,F,2
613,0,0,0,0,0,0,32.0,D,bachelors,N,,Y,,M,2
614,0,1,1,1,1,1,75.0,D,masters,Y,,Y,white,M,2
615,0,1,1,0,0,1,54.0,D,high_school,N,H,N,black,M,4
616,0,1,1,1,1,1,39.0,D,some_college,N,,Y,,F,1
617,1,1,1,1,1,1,59.0,D,bachelors,Y,H,N,white,F,2
618,1,0,1,0,1,1,33.0,DS,,N,,Y,white,F,1
619,0,1,1,0,0,1,67.0,D,some_college,N,,Y,,M,1
620,1,1,1,0,0,1,84.0,D,trade_school,N,,N,white,M,2
621,1,1,1,1,0,1,80.0,R,HS_drop_out,N,,Y,,M,1
622,0,1,1,1,1,0,53.0,D,some_college,N,H,Y,,M,1
623,0,1,1,0,0,1,31.0,DS,trade_school,Y,,Y,white,M,2
624,1,1,1,1,1,1,83.0,D,some_college,N,H,N,white,F,1
625,0,1,1,1,1,1,73.0,D,bachelors,N,H,N,white,M,2
626,1,1,1,1,1,1,31.0,R,high_school,N,,Y,black,F,2
627,1,1,1,0,0,1,76.0,D,bachelors,Y,H,N,black,F,2
628,0,1,1,0,1,1,45.0,D,bachelors,N,H,Y,hispanic,M,2
629,0,0,1,1,0,1,50.0,D,some_college,Y,,Y,white,F,1
630,1,0,0,0,0,0,44.0,GR,high_school,N,,Y,white,F,1
631,0,1,1,1,0,1,56.0,R,doctorate,Y,H,N,white,M,4
632,0,1,1,1,1,1,68.0,D,some_college,N,,Y,,F,1
633,1,1,1,0,1,1,26.0,DS,,N,,Y,asian,F,1
