,voted_for_republican,very_freq_voter,freq_voter,voted_03_05_2013,voted_05_21_2013,voted_06_07_2016,age,party,education,ismarried,home_owner,renters,ethnic,sex,hhcount
1265,0,1,1,1,1,1,74.0,R,masters,N,,Y,indian,F,2
1266,0,0,1,1,0,0,39.0,D,trade_school,N,,Y,hispanic,M,3
1267,0,1,1,1,1,0,59.0,D,masters,N,H,N,hispanic,M,4
1268,0,1,1,1,1,1,52.0,D,some_college,N,,Y,,M,1
1269,0,1,1,1,1,0,67.0,D,some_college,N,,Y,hispanic,F,1
1270,1,1,1,0,0,1,28.0,D,bachelors,N,,N,white,F,3
1271,0,0,1,0,0,0,48.0,D,some_college,N,,Y,white,F,1
1272,1,0,1,0,0,1,49.0,D,bachelors,N,,Y,white,M,2
1273,1,1,1,0,1,1,39.0,D,bachelors,N,,N,white,F,2
1274,0,0,1,0,0,1,41.0,D,some_college,N,,Y,,F,1
1275,1,1,1,1,1,1,74.0,R,HS_drop_out,N,H,N,indian,F,1
1276,0,1,1,1,1,1,74.0,D,bachelors,N,H,N,white,F,2
1277,1,0,1,0,1,1,65.0,D,some_college,N,,Y,,F,1
1278,1,1,1,1,1,0,99.0,R,HS_drop_out,N,H,N,white,M,1
1279,0,1,1,1,1,1,69.0,D,bachelors,Y,H,N,,M,4
1280,1,0,1,1,0,1,35.0,R,HS_drop_out,N,,Y,,F,1
1281,0,0,0,0,0,1,30.0,DS,high_school,N,,Y,,M,4
1282,0,0,0,0,0,1,45.0,D,some_college,N,,N,,F,1
1283,1,1,1,1,0,0,73.0,R,masters,Y,,Y,asian,M,2
1284,0,0,0,0,0,1,67.0,D,trade_school,Y,,Y,white,M,3
1285,0,1,1,1,1,1,65.0,D,some_college,N,H,Y,hispanic,M,1
1286,0,1,1,1,1,1,72.0,D,trade_school,N,,N,white,M,2
1287,0,1,1,1,1,1,82.0,D,bachelors,Y,H,N,black,F,2
1288,0,1,1,1,1,1,79.0,D,bachelors,Y,H,Y,white,F,2
1289,1,1,1,1,1,1,87.0,D,trade_school,N,H,N,black,M,4
1290,1,1,1,0,0,1,34.0,DS,trade_school,N,,Y,,F,3
1291,0,0,1,0,1,1,28.0,DS,,N,,Y,asian,M,1
1292,0,1,1,1,1,1,76.0,D,some_college,N,H,N,white,F,1
1293,1,0,1,0,1,1,37.0,D,some_college,N,,Y,,M,1
1294,0,1,1,1,1,1,66.0,D,some_college,N,,Y,,F,1
1295,1,1,1,1,1,1,62.0,D,bachelors,Y,H,N,white,F,5
1296,0,1,1,1,1,1,62.0,R,doctorate,Y,H,N,,M,4
1297,1,1,1,1,0,1,71.0,D,bachelors,N,,Y,white,M,2
1298,1,1,1,0,0,1,64.0,R,masters,N,,Y,white,F,3
1299,0,1,0,0,0,1,58.0,D,bachelors,N,,Y,white,M,2
1300,1,0,1,0,1,0,47.0,DS,trade_school,N,,N,,F,3
1301,0,1,1,1,1,1,65.0,D,masters,N,H,N,,F,2
1302,1,1,1,1,1,1,35.0,D,bachelors,N,,Y,white,F,2
1303,0,0,0,0,0,1,19.0,D,trade_school,N,,Y,hispanic,F,2
1304,0,1,1,0,1,1,78.0,DS,trade_school,N,,Y,white,F,3
1305,1,0,1,0,1,0,50.0,D,trade_school,N,,Y,white,F,2
1306,1,1,1,1,1,0,41.0,DS,,N,H,N,,F,1
1307,1,0,0,0,0,0,48.0,AI,,N,H,N,,M,1
1308,0,1,1,1,1,1,59.0,DS,trade_school,N,H,N,white,M,2
1309,1,0,0,0,0,0,44.0,D,bachelors,N,H,N,white,M,2
1310,1,1,1,1,0,1,84.0,LI,high_school,N,H,Y,white,M,2
1311,0,1,1,0,0,1,28.0,D,trade_school,N,,Y,,M,2
1312,0,1,1,1,1,1,86.0,D,some_college,N,,Y,white,M,1
1313,0,1,1,1,1,1,30.0,DS,high_school,N,,N,white,F,2
1314,1,0,0,0,0,1,27.0,D,bachelors,N,,Y,white,M,4
1315,1,0,0,0,0,1,28.0,D,bachelors,N,,Y,white,F,2
1316,1,1,1,1,1,0,43.0,R,doctorate,N,,Y,white,M,2
1317,1,1,1,1,0,1,64.0,D,trade_school,Y,H,N,,M,5
1318,1,0,1,0,0,1,46.0,R,masters,N,,N,hispanic,M,2
1319,0,1,1,1,1,1,80.0,D,trade_school,Y,H,Y,,M,4
1320,0,1,1,0,0,0,42.0,GR,high_school,N,,Y,asian,M,3
1321,1,1,1,1,1,1,75.0,D,bachelors,N,,Y,jewish,M,2
1322,0,1,1,1,1,1,40.0,D,bachelors,N,,N,,M,2
1323,0,0,0,0,0,1,64.0,DS,,N,,Y,white,M,1
1324,0,1,1,1,1,1,50.0,D,bachelors,N,,Y,,M,2
1325,0,0,0,0,0,1,52.0,D,bachelors,N,,N,asian,,3
1326,0,0,1,0,1,1,71.0,D,bachelors,N,H,Y,black,F,3
1327,1,0,0,0,0,1,31.0,D,trade_school,N,,Y,white,F,2
1328,1,0,0,0,0,0,34.0,DS,trade_school,N,,Y,white,M,2
1329,0,0,0,0,0,0,28.0,D,trade_school,N,,N,black,M,4
1330,0,1,1,1,1,1,28.0,D,bachelors,N,H,N,hispanic,F,7
1331,1,0,0,0,0,1,28.0,D,bachelors,N,,Y,white,F,2
1332,1,1,1,1,1,1,77.0,R,HS_drop_out,N,,N,,F,1
1333,1,1,1,1,1,1,79.0,R,doctorate,Y,H,N,white,F,2
1334,1,1,1,0,0,1,28.0,D,bachelors,N,,Y,white,F,2
1335,1,0,1,1,0,1,23.0,D,bachelors,N,,Y,black,F,2
1336,0,1,1,0,0,1,21.0,D,trade_school,N,,Y,hispanic,M,2
1337,1,1,1,1,1,1,44.0,D,bachelors,N,H,Y,white,M,2
1338,0,1,1,0,0,1,46.0,D,bachelors,Y,,N,white,M,3
1339,0,1,1,1,1,1,83.0,D,trade_school,N,H,Y,,F,2
1340,0,1,1,1,1,1,45.0,D,trade_school,N,H,N,,M,2
1341,0,1,1,1,0,1,70.0,D,some_college,N,,Y,,M,1
1342,1,1,1,1,1,1,66.0,D,bachelors,N,H,N,white,M,3
1343,0,1,1,0,0,1,53.0,D,some_college,N,H,N,,F,1
1344,0,1,1,1,1,0,86.0,D,some_college,N,H,N,black,F,1
1345,0,1,1,1,0,1,95.0,D,some_college,N,,Y,white,F,1
1346,0,0,0,0,0,1,79.0,D,some_college,Y,,N,,M,1
1347,0,0,0,0,0,0,55.0,D,some_college,N,,N,hispanic,F,1
1348,1,1,1,0,0,1,30.0,D,bachelors,N,,Y,,M,2
1349,1,0,1,0,0,1,62.0,R,high_school,N,,N,black,F,4
1350,1,0,1,0,1,1,38.0,R,high_school,N,H,N,,F,2
1351,1,0,0,0,0,1,33.0,D,some_college,N,,N,black,M,1
1352,1,1,1,1,1,1,71.0,D,some_college,N,H,N,,M,1
1353,1,1,1,1,1,1,50.0,D,bachelors,N,,N,hispanic,M,2
1354,0,0,1,0,0,0,63.0,AI,,N,,Y,white,F,1
1355,0,1,1,1,0,1,55.0,D,bachelors,N,,Y,indian,M,2
1356,0,0,0,0,0,0,26.0,D,trade_school,N,,Y,white,M,3
1357,1,0,1,0,0,1,71.0,R,high_school,N,H,N,white,M,3
1358,1,1,1,1,1,1,80.0,R,doctorate,N,H,N,,F,2
1359,0,0,0,0,0,1,38.0,R,high_school,N,H,N,asian,M,6
1360,0,0,0,0,0,1,20.0,D,some_college,N,,Y,,F,1
1361,0,0,0,0,0,1,23.0,D,bachelors,N,,Y,hispanic,,2
1362,1,1,1,1,1,0,76.0,R,doctorate,N,,Y,black,M,2
1363,0,1,1,1,1,1,84.0,D,some_college,N,H,Y,,F,1
1364,0,1,1,0,1,1,73.0,D,bachelors,Y,H,N,black,F,2
1365,1,1,1,0,0,1,26.0,D,bachelors,N,,Y,white,F,2
1366,1,0,0,0,0,1,38.0,D,bachelors,N,,Y,hispanic,,2
1367,0,1,1,1,1,1,78.0,DS,trade_school,N,,Y,,M,2
1368,1,1,1,1,1,0,29.0,PF,high_school,Y,H,N,white,F,4
1369,0,0,1,0,1,1,49.0,D,trade_school,N,,Y,white,F,3
1370,1,0,1,1,0,1,67.0,R,HS_drop_out,N,,Y,white,M,1
1371,0,0,0,0,0,1,63.0,D,some_college,N,,Y,hispanic,F,1
1372,0,1,1,1,1,1,72.0,D,some_college,N,H,Y,,F,1
1373,0,1,1,1,0,1,45.0,R,masters,Y,H,N,white,F,2
1374,0,1,1,1,1,1,63.0,GR,high_school,Y,H,N,white,M,4
1375,0,0,0,0,0,0,62.0,R,masters,N,,Y,jewish,M,2
1376,0,1,1,1,1,1,57.0,D,bachelors,N,H,N,indian,M,4
1377,0,1,1,1,1,0,49.0,D,some_college,N,,Y,white,M,1
1378,1,0,0,0,0,1,49.0,D,bachelors,N,,Y,,F,2
1379,1,0,1,1,0,1,33.0,D,bachelors,Y,H,N,white,M,4
1380,1,0,0,0,0,1,37.0,D,bachelors,Y,,Y,white,M,3
1381,1,0,1,1,0,1,46.0,R,doctorate,N,,Y,white,F,2
1382,1,0,0,0,0,1,26.0,D,bachelors,N,,N,hispanic,M,2
1383,1,1,1,1,1,1,42.0,R,doctorate,N,,N,asian,F,2
1384,0,0,0,0,0,0,38.0,D,trade_school,N,,Y,hispanic,M,2
1385,1,0,1,0,0,1,45.0,D,bachelors,N,,Y,white,M,2
1386,0,0,0,0,0,1,33.0,D,bachelors,N,,N,white,F,3
1387,0,1,1,1,1,1,55.0,D,masters,Y,H,N,white,F,5
1388,1,0,0,0,0,0,30.0,D,some_college,N,,Y,jewish,M,1
1389,1,1,1,1,0,1,48.0,D,bachelors,N,H,N,white,F,2
1390,0,0,0,0,0,1,30.0,D,bachelors,N,,Y,white,M,2
1391,0,1,1,0,0,1,47.0,R,HS_drop_out,N,H,Y,,M,1
1392,0,1,1,1,1,0,71.0,D,bachelors,N,H,Y,white,F,2
1393,0,0,0,0,0,1,44.0,DS,,N,H,N,,F,1
1394,0,0,0,0,0,1,26.0,D,some_college,N,,N,white,M,1
1395,0,1,1,1,1,1,83.0,D,some_college,Y,H,N,black,F,1
1396,0,1,1,1,1,1,63.0,D,bachelors,N,H,N,white,F,2
1397,0,1,1,1,1,1,76.0,D,bachelors,N,H,N,black,M,2
1398,0,0,0,0,0,0,65.0,D,high_school,N,,N,white,F,4
1399,1,1,1,0,1,1,71.0,D,bachelors,N,,N,indian,F,2
1400,0,1,1,1,1,1,90.0,D,bachelors,N,H,Y,white,F,2
1401,1,1,1,0,0,1,42.0,D,bachelors,N,,Y,white,M,2
1402,0,1,1,1,1,1,74.0,D,masters,N,H,N,white,F,3
1403,1,1,1,1,1,1,90.0,D,some_college,N,H,N,,F,1
1404,1,1,1,1,1,1,48.0,D,bachelors,N,H,N,jewish,F,3
1405,1,1,1,1,1,1,81.0,YY,,N,H,Y,indian,M,1
1406,1,1,1,1,1,1,88.0,R,doctorate,N,H,N,,F,2
1407,0,1,1,1,1,1,78.0,D,some_college,N,,Y,white,F,1
1408,1,0,1,0,0,1,36.0,D,some_college,N,,Y,white,F,1
1409,0,0,0,0,0,1,60.0,DS,trade_school,N,H,N,white,M,4
1410,1,1,1,1,1,1,63.0,D,bachelors,N,,N,hispanic,F,4
1411,0,1,1,1,0,1,66.0,D,some_college,N,,N,asian,F,1
1412,1,0,0,0,0,1,45.0,D,some_college,N,,Y,,M,1
1413,1,0,0,0,0,0,31.0,D,trade_school,N,,Y,white,F,2
1414,1,0,0,0,0,1,21.0,D,some_college,N,,Y,hispanic,F,1
1415,0,1,1,1,1,1,70.0,D,bachelors,Y,H,N,white,M,5
1416,0,1,1,0,0,1,56.0,DS,,N,,Y,hispanic,M,1
1417,1,0,1,1,0,0,61.0,R,HS_drop_out,Y,,N,hispanic,F,1
1418,0,0,1,0,0,1,44.0,D,some_college,N,,N,white,F,1
1419,1,0,1,0,0,1,43.0,D,masters,N,,N,white,M,3
1420,1,1,1,1,1,1,83.0,R,doctorate,Y,H,N,white,M,2
1421,0,0,0,0,0,1,32.0,D,trade_school,N,,Y,white,M,3
1422,1,0,1,0,1,1,36.0,D,bachelors,N,H,N,white,F,2
1423,1,1,1,1,1,1,48.0,D,bachelors,N,H,N,hispanic,F,2
1424,1,0,1,1,0,1,73.0,D,some_college,N,H,N,hispanic,F,1
1425,1,1,1,1,1,1,33.0,DS,trade_school,N,,Y,white,M,2
1426,0,1,1,1,1,1,84.0,D,some_college,N,,Y,,M,1
1427,0,1,1,0,0,1,39.0,D,bachelors,N,,Y,white,F,2
1428,0,1,1,1,1,1,24.0,D,bachelors,N,,N,white,M,3
1429,0,1,1,1,1,1,76.0,D,trade_school,Y,H,N,white,F,2
1430,1,0,1,1,0,1,62.0,R,doctorate,Y,H,N,white,F,4
1431,1,1,1,1,1,1,66.0,D,some_college,N,,N,white,F,1
1432,0,0,1,0,1,1,33.0,D,high_school,N,,Y,,M,4
1433,0,1,1,1,1,1,65.0,D,bachelors,Y,H,N,black,F,4
1434,0,0,1,1,0,1,48.0,D,trade_school,N,,N,white,F,2
1435,1,1,1,0,0,1,35.0,D,trade_school,N,H,Y,white,M,3
1436,1,1,1,1,1,1,55.0,R,masters,Y,H,N,white,M,3
1437,0,0,0,0,0,0,63.0,D,trade_school,Y,,N,white,F,2
1438,1,1,1,1,1,1,38.0,DS,high_school,N,,N,white,M,2
1439,0,1,1,1,1,1,73.0,D,bachelors,Y,H,Y,,F,2
1440,1,1,1,1,1,1,86.0,R,masters,N,,N,white,F,3
1441,1,1,1,1,1,1,64.0,D,bachelors,Y,H,N,black,M,3
1442,0,1,1,1,1,1,70.0,D,some_college,N,,Y,white,F,1
1443,1,1,1,1,1,0,77.0,D,masters,N,H,N,,F,2
1444,1,0,1,0,0,1,80.0,R,doctorate,N,H,N,asian,M,2
1445,0,1,1,1,1,1,51.0,D,masters,Y,H,N,white,M,4
1446,1,1,1,1,1,1,60.0,D,trade_school,Y,,N,black,F,2
1447,1,0,0,0,0,1,27.0,R,masters,N,,N,hispanic,M,3
1448,1,0,1,1,0,1,49.0,DS,,N,,Y,white,F,1
1449,0,1,1,1,1,1,60.0,D,some_college,N,H,N,black,M,1
1450,1,1,1,1,1,1,59.0,D,bachelors,Y,H,N,white,M,2
1451,1,1,1,1,1,1,71.0,R,doctorate,Y,H,Y,white,M,2
1452,0,1,1,0,1,1,80.0,D,some_college,N,,N,white,F,1
1453,1,1,1,1,1,0,68.0,D,trade_school,Y,H,N,asian,F,3
1454,0,1,1,0,0,1,50.0,DS,high_school,N,,N,white,M,2
1455,0,1,1,1,1,0,59.0,R,masters,N,H,N,black,M,3
1456,1,0,1,0,0,1,57.0,D,trade_school,Y,H,N,,F,2
1457,0,1,1,1,1,1,42.0,AI,high_school,N,H,Y,jewish,M,2
1458,1,0,0,0,0,0,65.0,D,some_college,N,,Y,,M,1
1459,0,1,1,1,1,0,78.0,D,bachelors,N,H,N,white,F,3
1460,0,0,0,0,0,1,44.0,D,some_college,N,,Y,,F,1
1461,0,1,1,1,1,1,65.0,D,trade_school,Y,,N,,F,2
1462,1,0,0,0,0,1,72.0,D,bachelors,N,,Y,hispanic,F,2
1463,1,1,1,1,1,1,57.0,DS,,N,H,Y,black,M,1
1464,1,1,1,1,1,1,61.0,LI,high_school,N,,Y,indian,F,1
1465,1,1,1,1,1,1,62.0,D,bachelors,Y,H,N,black,M,4
1466,1,1,1,1,1,1,34.0,D,some_college,Y,H,Y,asian,M,1
1467,0,1,1,1,1,1,79.0,D,trade_school,Y,H,N,white,F,2
1468,1,1,1,1,1,1,77.0,D,bachelors,N,,N,asian,F,2
1469,0,1,1,0,0,1,63.0,R,HS_drop_out,N,H,Y,indian,M,1
1470,1,1,1,0,1,1,67.0,D,some_college,N,H,N,black,M,1
1471,0,0,1,1,0,1,47.0,D,bachelors,N,,Y,hispanic,F,2
1472,1,0,0,0,0,1,61.0,D,some_college,N,,Y,white,M,1
1473,0,0,1,0,1,0,70.0,D,some_college,N,,Y,white,F,1
1474,1,1,1,1,1,1,77.0,D,bachelors,N,H,N,black,M,2
1475,1,1,1,1,1,1,61.0,DS,high_school,N,H,N,white,M,4
1476,1,1,1,1,1,1,76.0,DS,high_school,N,H,N,white,F,2
1477,1,1,1,1,1,0,83.0,R,HS_drop_out,Y,H,N,,F,1
1478,1,0,1,0,0,1,34.0,D,trade_school,N,,N,white,M,2
1479,1,1,1,1,1,1,48.0,D,bachelors,N,H,N,,F,3
1480,0,0,1,0,0,1,71.0,D,bachelors,N,H,N,white,F,2
1481,1,0,1,0,1,1,39.0,D,some_college,N,,Y,,F,1
1482,0,1,1,1,0,1,66.0,D,some_college,N,H,Y,,M,1
1483,1,0,1,1,0,1,57.0,DS,high_school,N,,N,white,F,2
1484,0,1,1,0,0,1,58.0,D,some_college,N,,N,white,M,1
1485,1,1,1,1,0,1,53.0,R,HS_drop_out,N,,N,jewish,M,1
1486,0,1,1,1,1,1,55.0,D,masters,N,,Y,hispanic,M,2
1487,1,1,1,1,1,1,56.0,D,bachelors,N,H,N,,F,2
1488,1,1,1,1,1,1,35.0,D,bachelors,N,H,N,,M,2
1489,1,0,0,0,0,1,55.0,D,bachelors,N,H,N,white,F,3
1490,0,1,1,1,1,1,89.0,R,masters,N,H,N,,F,3
1491,1,1,1,1,1,1,67.0,D,some_college,N,,Y,,F,1
1492,1,0,0,0,0,1,38.0,D,trade_school,Y,H,N,white,M,3
1493,1,0,0,0,0,1,65.0,D,bachelors,N,H,N,white,F,2
1494,1,0,1,0,1,0,40.0,D,bachelors,N,H,N,white,M,2
1495,0,1,1,1,1,1,84.0,D,bachelors,Y,H,N,black,F,2
1496,0,0,0,0,0,0,23.0,AI,high_school,N,,Y,hispanic,M,2
1497,1,0,1,0,1,1,42.0,D,masters,N,H,N,asian,M,2
1498,1,0,1,1,0,1,55.0,D,trade_school,Y,H,N,white,F,4
1499,0,0,1,0,1,0,31.0,D,bachelors,N,,Y,white,F,2
1500,1,1,1,1,1,1,82.0,DS,high_school,Y,H,N,white,M,2
1501,0,1,1,0,0,1,43.0,D,masters,N,H,N,,F,2
1502,0,0,0,0,0,0,31.0,D,some_college,N,,Y,white,M,1
1503,0,1,1,1,1,0,63.0,R,doctorate,Y,,Y,asian,M,2
1504,0,0,0,0,0,0,38.0,D,trade_school,N,,N,black,F,2
1505,0,1,1,1,1,1,54.0,D,masters,N,,Y,white,M,2
1506,0,0,0,0,0,1,36.0,D,bachelors,N,,Y,white,F,2
1507,1,1,1,1,1,1,76.0,D,some_college,N,H,N,white,M,1
1508,1,0,0,0,0,1,19.0,D,some_college,N,,Y,asian,,1
1509,0,1,1,1,1,1,75.0,R,doctorate,N,,Y,black,M,2
1510,1,0,1,1,0,1,61.0,D,masters,N,H,N,black,M,2
1511,1,1,1,0,0,1,53.0,D,bachelors,N,H,N,white,M,3
1512,1,1,1,1,1,1,82.0,R,HS_drop_out,N,H,N,white,F,1
1513,0,0,0,1,1,0,86.0,D,some_college,N,H,N,jewish,F,1
1514,1,0,0,0,0,1,30.0,DS,trade_school,N,,N,,M,2
1515,0,0,0,0,0,1,26.0,D,bachelors,N,,Y,hispanic,M,2
1516,1,1,1,1,1,1,63.0,D,bachelors,N,H,N,,F,2
1517,0,0,0,0,0,1,24.0,D,bachelors,N,,Y,,F,2
1518,0,1,1,1,1,1,82.0,D,some_college,N,,N,white,F,1
1519,0,0,0,0,0,1,31.0,DS,,N,,N,jewish,M,1
1520,1,1,1,1,1,1,71.0,D,bachelors,N,H,N,black,M,4
1521,1,0,1,1,0,0,83.0,R,doctorate,Y,H,N,,M,2
1522,1,1,1,1,0,1,86.0,R,high_school,N,H,N,hispanic,F,5
1523,1,0,1,1,0,0,66.0,DS,high_school,N,,N,hispanic,F,2
1524,0,0,1,0,1,1,31.0,DS,trade_school,N,H,N,hispanic,M,3
1525,0,1,1,1,1,1,57.0,D,bachelors,N,,Y,white,M,2
1526,0,0,1,1,0,1,74.0,D,some_college,N,H,N,,F,1
1527,0,1,1,1,0,0,64.0,D,trade_school,N,H,N,white,M,3
1528,1,0,0,0,0,1,23.0,D,bachelors,N,,Y,,M,2
1529,0,1,1,1,1,1,90.0,D,some_college,N,H,N,white,F,1
1530,0,1,1,1,1,1,61.0,D,trade_school,N,H,N,,M,4
1531,1,0,1,1,0,0,65.0,D,bachelors,N,,Y,asian,F,3
1532,1,0,0,0,0,1,23.0,D,bachelors,N,H,N,black,F,3
1533,1,1,1,1,1,1,50.0,R,masters,Y,H,N,,M,2
1534,1,1,1,0,0,1,35.0,D,some_college,N,H,N,white,M,1
1535,0,0,0,0,0,1,46.0,D,trade_school,Y,,Y,white,F,2
1536,0,0,1,0,1,1,54.0,D,bachelors,Y,,Y,white,M,2
1537,1,0,0,0,0,0,85.0,D,high_school,N,H,N,asian,M,6
1538,1,1,1,1,1,1,61.0,D,bachelors,N,H,N,black,F,3
1539,1,0,1,0,0,1,35.0,DS,trade_school,Y,,N,hispanic,F,3
1540,0,1,1,1,1,1,67.0,D,bachelors,Y,H,N,black,F,3
1541,0,0,1,1,0,0,82.0,R,HS_drop_out,N,H,N,white,F,1
1542,0,1,1,1,1,1,73.0,D,bachelors,N,H,N,,M,2
1543,1,1,1,1,1,1,61.0,DS,trade_school,Y,H,N,white,F,2
1544,1,1,1,1,1,0,31.0,D,trade_school,N,,Y,white,F,3
1545,0,0,0,0,0,1,31.0,D,bachelors,N,,Y,indian,F,2
1546,1,1,1,1,1,1,52.0,DS,trade_school,N,,Y,,M,2
1547,0,1,1,1,1,1,70.0,D,some_college,N,,Y,,F,1
1548,1,0,0,0,0,1,25.0,D,trade_school,N,,N,black,F,2
1549,0,0,1,0,0,1,37.0,DS,high_school,N,H,N,white,M,2
1550,1,0,0,0,0,1,29.0,D,masters,N,,Y,white,F,3
1551,1,1,1,0,0,1,25.0,DS,trade_school,N,,Y,,F,2
1552,1,0,0,0,0,1,42.0,D,some_college,N,H,N,asian,M,1
1553,1,0,1,1,0,1,30.0,DS,,N,,Y,white,F,1
1554,0,1,1,0,0,1,60.0,D,bachelors,N,,N,white,M,2
1555,0,1,1,0,0,1,58.0,D,bachelors,N,H,N,white,M,5
1556,0,1,1,1,1,1,72.0,D,bachelors,N,H,N,black,M,2
1557,0,0,0,0,0,1,68.0,D,bachelors,N,,N,white,F,3
1558,1,0,1,0,0,1,27.0,DS,trade_school,N,H,N,hispanic,F,4
1559,0,1,1,1,1,1,77.0,D,bachelors,N,,N,white,F,2
1560,1,0,0,0,0,1,36.0,D,trade_school,N,,Y,asian,F,3
1561,0,1,1,1,1,1,37.0,D,trade_school,N,H,Y,asian,F,2
1562,1,1,1,1,1,1,59.0,D,trade_school,N,H,N,white,F,2
1563,0,1,1,0,0,1,70.0,DS,,N,,N,,M,1
1564,1,0,0,0,0,1,51.0,D,bachelors,N,,N,,M,4
1565,1,0,0,0,0,1,40.0,D,some_college,N,,N,white,F,1
1566,0,1,1,0,0,1,57.0,DS,,N,H,Y,,M,1
1567,1,1,1,0,0,1,29.0,D,bachelors,N,,Y,white,F,2
1568,0,0,1,0,1,0,72.0,R,HS_drop_out,N,,Y,white,F,1
1569,1,1,1,1,1,1,81.0,AI,high_school,N,H,N,white,F,3
1570,0,0,1,1,0,0,92.0,R,HS_drop_out,Y,H,N,black,M,1
1571,0,0,0,0,0,1,52.0,AI,high_school,N,H,N,hispanic,F,2
1572,0,1,1,0,1,1,62.0,D,bachelors,N,H,N,white,F,6
1573,1,1,1,1,1,1,40.0,DS,,N,H,Y,white,F,1
1574,1,1,1,1,1,1,78.0,D,some_college,Y,H,N,white,F,1
1575,1,1,1,1,1,1,72.0,D,bachelors,Y,H,N,white,F,2
1576,0,1,1,1,1,1,86.0,D,some_college,N,H,N,,F,1
